time,pm10,pm2.5
2019-12-09:01,65,43
2019-12-09:02,67,42
2019-12-09:03,65,44
2019-12-09:04,63,42
2019-12-09:05,64,44
2019-12-09:06,67,46
2019-12-09:07,76,52
2019-12-09:08,79,54
2019-12-09:09,87,55
2019-12-09:10,91,58
2019-12-09:11,94,58
2019-12-09:12,82,49
2019-12-09:13,83,51
2019-12-09:14,76,47
2019-12-09:15,75,43
2019-12-09:16,74,44
2019-12-09:17,81,46
2019-12-09:18,77,44
2019-12-09:19,77,47
2019-12-09:20,79,46
2019-12-09:21,79,49
2019-12-09:22,75,44
2019-12-09:23,71,44
2019-12-09:24,66,39
2019-12-10:01,60,37
2019-12-10:02,57,34
2019-12-10:03,54,32
2019-12-10:04,55,32
2019-12-10:05,60,33
2019-12-10:06,55,32
2019-12-10:07,59,38
2019-12-10:08,61,36
2019-12-10:09,68,39
2019-12-10:10,76,43
2019-12-10:11,97,58
2019-12-10:12,108,66
2019-12-10:13,132,85
2019-12-10:14,,
2019-12-10:15,75,46
2019-12-10:16,159,97
2019-12-10:17,154,92
2019-12-10:18,156,91
2019-12-10:19,164,100
2019-12-10:20,144,86
2019-12-10:21,151,89
2019-12-10:22,153,90
2019-12-10:23,153,92
2019-12-10:24,141,83
2019-12-11:01,134,77
2019-12-11:02,113,68
2019-12-11:03,99,62
2019-12-11:04,80,50
2019-12-11:05,76,46
2019-12-11:06,68,41
2019-12-11:07,66,42
2019-12-11:08,75,42
2019-12-11:09,138,79
2019-12-11:10,199,115
2019-12-11:11,189,102
2019-12-11:12,151,78
2019-12-11:13,125,65
2019-12-11:14,91,45
2019-12-11:15,92,46
2019-12-11:16,67,32
2019-12-11:17,36,17
2019-12-11:18,32,16
2019-12-11:19,41,21
2019-12-11:20,33,16
2019-12-11:21,25,11
2019-12-11:22,24,11
2019-12-11:23,21,10
2019-12-11:24,18,7
2019-12-12:01,18,6
2019-12-12:02,19,8
2019-12-12:03,21,13
2019-12-12:04,24,13
2019-12-12:05,27,16
2019-12-12:06,26,14
2019-12-12:07,25,15
2019-12-12:08,25,13
2019-12-12:09,26,14
2019-12-12:10,26,13
2019-12-12:11,25,14
2019-12-12:12,23,13
2019-12-12:13,28,18
2019-12-12:14,26,17
2019-12-12:15,26,16
2019-12-12:16,25,16
2019-12-12:17,23,16
2019-12-12:18,24,14
2019-12-12:19,24,15
2019-12-12:20,22,13
2019-12-12:21,22,11
2019-12-12:22,22,12
2019-12-12:23,21,12
2019-12-12:24,25,13
2019-12-13:01,36,19
2019-12-13:02,34,16
2019-12-13:03,32,15
2019-12-13:04,28,17
2019-12-13:05,27,15
2019-12-13:06,28,15
2019-12-13:07,28,17
2019-12-13:08,29,15
2019-12-13:09,42,18
2019-12-13:10,46,20
2019-12-13:11,50,26
2019-12-13:12,46,23
2019-12-13:13,33,18
2019-12-13:14,36,21
2019-12-13:15,33,16
2019-12-13:16,27,14
2019-12-13:17,,
2019-12-13:18,,
2019-12-13:19,23,16
2019-12-13:20,30,19
2019-12-13:21,26,19
2019-12-13:22,22,15
2019-12-13:23,23,15
2019-12-13:24,21,15
2019-12-14:01,19,16
2019-12-14:02,20,15
2019-12-14:03,30,20
2019-12-14:04,53,38
2019-12-14:05,83,63
2019-12-14:06,74,59
2019-12-14:07,53,43
2019-12-14:08,50,37
2019-12-14:09,50,39
2019-12-14:10,42,29
2019-12-14:11,42,26
2019-12-14:12,35,21
2019-12-14:13,33,25
2019-12-14:14,29,21
2019-12-14:15,31,23
2019-12-14:16,35,25
2019-12-14:17,38,28
2019-12-14:18,31,23
2019-12-14:19,28,20
2019-12-14:20,30,21
2019-12-14:21,34,22
2019-12-14:22,36,24
2019-12-14:23,36,26
2019-12-14:24,36,28
2019-12-15:01,36,30
2019-12-15:02,37,29
2019-12-15:03,37,31
2019-12-15:04,38,30
2019-12-15:05,38,32
2019-12-15:06,35,30
2019-12-15:07,37,31
2019-12-15:08,37,30
2019-12-15:09,36,30
2019-12-15:10,39,30
2019-12-15:11,43,34
2019-12-15:12,37,26
2019-12-15:13,39,28
2019-12-15:14,34,23
2019-12-15:15,27,20
2019-12-15:16,26,17
2019-12-15:17,29,20
2019-12-15:18,29,19
2019-12-15:19,36,23
2019-12-15:20,38,23
2019-12-15:21,42,26
2019-12-15:22,34,22
2019-12-15:23,32,22
2019-12-15:24,32,21
2019-12-16:01,29,22
2019-12-16:02,27,21
2019-12-16:03,25,20
2019-12-16:04,24,19
2019-12-16:05,24,18
2019-12-16:06,24,19
2019-12-16:07,25,19
2019-12-16:08,25,18
2019-12-16:09,27,20
2019-12-16:10,29,20
2019-12-16:11,39,25
2019-12-16:12,39,25
2019-12-16:13,46,31
2019-12-16:14,39,22
2019-12-16:15,37,21
2019-12-16:16,40,23
2019-12-16:17,42,25
2019-12-16:18,42,24
2019-12-16:19,42,24
2019-12-16:20,41,21
2019-12-16:21,40,23
2019-12-16:22,37,21
2019-12-16:23,43,26
2019-12-16:24,36,22
2019-12-17:01,34,22
2019-12-17:02,34,22
2019-12-17:03,34,23
2019-12-17:04,33,21
2019-12-17:05,31,20
2019-12-17:06,27,20
2019-12-17:07,24,18
2019-12-17:08,20,14
2019-12-17:09,21,19
2019-12-17:10,21,16
2019-12-17:11,24,16
2019-12-17:12,26,18
2019-12-17:13,26,21
2019-12-17:14,24,17
2019-12-17:15,19,16
2019-12-17:16,15,12
2019-12-17:17,15,14
2019-12-17:18,16,11
2019-12-17:19,17,14
2019-12-17:20,20,16
2019-12-17:21,27,23
2019-12-17:22,30,25
2019-12-17:23,36,30
2019-12-17:24,37,32
2019-12-18:01,36,33
2019-12-18:02,35,32
2019-12-18:03,37,33
2019-12-18:04,34,30
2019-12-18:05,33,31
2019-12-18:06,29,25
2019-12-18:07,26,24
2019-12-18:08,26,21
2019-12-18:09,26,21
2019-12-18:10,29,22
2019-12-18:11,33,26
2019-12-18:12,33,23
2019-12-18:13,38,26
2019-12-18:14,37,29
2019-12-18:15,43,30
2019-12-18:16,44,32
2019-12-18:17,43,34
2019-12-18:18,44,32
2019-12-18:19,41,30
2019-12-18:20,39,29
2019-12-18:21,41,32
2019-12-18:22,39,29
2019-12-18:23,41,31
2019-12-18:24,39,30
2019-12-19:01,36,30
2019-12-19:02,31,24
2019-12-19:03,29,21
2019-12-19:04,30,22
2019-12-19:05,34,26
2019-12-19:06,32,26
2019-12-19:07,28,21
2019-12-19:08,22,15
2019-12-19:09,22,15
2019-12-19:10,21,13
2019-12-19:11,20,13
2019-12-19:12,20,9
2019-12-19:13,24,14
2019-12-19:14,24,15
2019-12-19:15,24,16
2019-12-19:16,20,11
2019-12-19:17,22,15
2019-12-19:18,24,13
2019-12-19:19,25,12
2019-12-19:20,20,12
2019-12-19:21,24,16
2019-12-19:22,24,17
2019-12-19:23,25,19
2019-12-19:24,25,19
2019-12-20:01,26,19
2019-12-20:02,27,20
2019-12-20:03,24,20
2019-12-20:04,24,18
2019-12-20:05,28,22
2019-12-20:06,26,21
2019-12-20:07,30,26
2019-12-20:08,31,25
2019-12-20:09,32,25
2019-12-20:10,36,26
2019-12-20:11,32,23
2019-12-20:12,27,18
2019-12-20:13,26,17
2019-12-20:14,22,15
2019-12-20:15,18,13
2019-12-20:16,16,10
2019-12-20:17,17,16
2019-12-20:18,20,14
2019-12-20:19,20,13
2019-12-20:20,24,17
2019-12-20:21,23,16
2019-12-20:22,21,14
2019-12-20:23,18,13
2019-12-20:24,20,15
2019-12-21:01,24,17
2019-12-21:02,20,14
2019-12-21:03,24,18
2019-12-21:04,29,20
2019-12-21:05,28,20
2019-12-21:06,28,19
2019-12-21:07,28,18
2019-12-21:08,25,16
2019-12-21:09,30,19
2019-12-21:10,34,20
2019-12-21:11,37,24
2019-12-21:12,32,19
2019-12-21:13,35,27
2019-12-21:14,37,26
2019-12-21:15,39,30
2019-12-21:16,35,26
2019-12-21:17,36,29
2019-12-21:18,36,29
2019-12-21:19,37,31
2019-12-21:20,38,30
2019-12-21:21,38,33
2019-12-21:22,41,33
2019-12-21:23,42,35
2019-12-21:24,43,35
2019-12-22:01,47,39
2019-12-22:02,46,37
2019-12-22:03,47,36
2019-12-22:04,45,38
2019-12-22:05,47,40
2019-12-22:06,48,39
2019-12-22:07,49,41
2019-12-22:08,49,41
2019-12-22:09,51,44
2019-12-22:10,52,45
2019-12-22:11,57,47
2019-12-22:12,59,50
2019-12-22:13,61,51
2019-12-22:14,66,54
2019-12-22:15,63,50
2019-12-22:16,64,51
2019-12-22:17,61,52
2019-12-22:18,60,50
2019-12-22:19,59,53
2019-12-22:20,58,49
2019-12-22:21,60,49
2019-12-22:22,59,51
2019-12-22:23,63,53
2019-12-22:24,64,51
2019-12-23:01,63,55
2019-12-23:02,53,45
2019-12-23:03,49,41
2019-12-23:04,55,44
2019-12-23:05,56,47
2019-12-23:06,53,45
2019-12-23:07,50,42
2019-12-23:08,45,36
2019-12-23:09,46,38
2019-12-23:10,51,44
2019-12-23:11,56,51
2019-12-23:12,59,53
2019-12-23:13,60,53
2019-12-23:14,55,47
2019-12-23:15,49,42
2019-12-23:16,50,43
2019-12-23:17,42,35
2019-12-23:18,34,29
2019-12-23:19,35,29
2019-12-23:20,38,34
2019-12-23:21,47,44
2019-12-23:22,53,46
2019-12-23:23,54,48
2019-12-23:24,61,54
2019-12-24:01,66,57
2019-12-24:02,66,58
2019-12-24:03,65,58
2019-12-24:04,64,56
2019-12-24:05,67,58
2019-12-24:06,65,56
2019-12-24:07,67,57
2019-12-24:08,67,55
2019-12-24:09,72,57
2019-12-24:10,74,59
2019-12-24:11,74,61
2019-12-24:12,67,55
2019-12-24:13,69,59
2019-12-24:14,64,55
2019-12-24:15,65,51
2019-12-24:16,54,41
2019-12-24:17,55,44
2019-12-24:18,51,40
2019-12-24:19,52,40
2019-12-24:20,50,36
2019-12-24:21,58,42
2019-12-24:22,50,38
2019-12-24:23,51,41
2019-12-24:24,53,42
2019-12-25:01,51,41
2019-12-25:02,47,38
2019-12-25:03,46,39
2019-12-25:04,43,37
2019-12-25:05,43,39
2019-12-25:06,45,40
2019-12-25:07,42,39
2019-12-25:08,39,35
2019-12-25:09,43,36
2019-12-25:10,45,37
2019-12-25:11,49,42
2019-12-25:12,54,43
2019-12-25:13,54,44
2019-12-25:14,48,40
2019-12-25:15,41,35
2019-12-25:16,38,30
2019-12-25:17,37,28
2019-12-25:18,32,23
2019-12-25:19,36,29
2019-12-25:20,30,23
2019-12-25:21,30,23
2019-12-25:22,31,22
2019-12-25:23,36,28
2019-12-25:24,38,25
2019-12-26:01,50,34
2019-12-26:02,44,32
2019-12-26:03,44,31
2019-12-26:04,38,29
2019-12-26:05,35,32
2019-12-26:06,37,29
2019-12-26:07,41,34
2019-12-26:08,45,36
2019-12-26:09,53,42
2019-12-26:10,51,40
2019-12-26:11,53,41
2019-12-26:12,62,48
2019-12-26:13,72,59
2019-12-26:14,62,49
2019-12-26:15,63,48
2019-12-26:16,52,37
2019-12-26:17,50,34
2019-12-26:18,39,26
2019-12-26:19,40,29
2019-12-26:20,43,31
2019-12-26:21,32,21
2019-12-26:22,25,19
2019-12-26:23,28,23
2019-12-26:24,26,21
2019-12-27:01,25,19
2019-12-27:02,23,16
2019-12-27:03,27,18
2019-12-27:04,31,22
2019-12-27:05,32,25
2019-12-27:06,34,26
2019-12-27:07,35,28
2019-12-27:08,38,32
2019-12-27:09,40,33
2019-12-27:10,39,30
2019-12-27:11,37,28
2019-12-27:12,35,24
2019-12-27:13,39,30
2019-12-27:14,,
2019-12-27:15,,
2019-12-27:16,34,26
2019-12-27:17,34,25
2019-12-27:18,25,17
2019-12-27:19,27,17
2019-12-27:20,26,18
2019-12-27:21,28,17
2019-12-27:22,24,15
2019-12-27:23,28,18
2019-12-27:24,31,19
2019-12-28:01,32,20
2019-12-28:02,32,20
2019-12-28:03,31,19
2019-12-28:04,30,19
2019-12-28:05,30,19
2019-12-28:06,28,19
2019-12-28:07,31,21
2019-12-28:08,31,21
2019-12-28:09,39,25
2019-12-28:10,46,26
2019-12-28:11,52,30
2019-12-28:12,46,26
2019-12-28:13,48,31
2019-12-28:14,53,41
2019-12-28:15,54,39
2019-12-28:16,49,31
2019-12-28:17,47,27
2019-12-28:18,47,30
2019-12-28:19,49,30
2019-12-28:20,45,29
2019-12-28:21,48,33
2019-12-28:22,47,31
2019-12-28:23,48,31
2019-12-28:24,48,32
2019-12-29:01,50,32
2019-12-29:02,49,31
2019-12-29:03,48,31
2019-12-29:04,46,32
2019-12-29:05,43,30
2019-12-29:06,43,30
2019-12-29:07,43,31
2019-12-29:08,41,27
2019-12-29:09,44,29
2019-12-29:10,44,28
2019-12-29:11,47,31
2019-12-29:12,46,28
2019-12-29:13,50,33
2019-12-29:14,49,32
2019-12-29:15,44,27
2019-12-29:16,43,28
2019-12-29:17,43,28
2019-12-29:18,39,28
2019-12-29:19,38,28
2019-12-29:20,35,25
2019-12-29:21,37,27
2019-12-29:22,36,27
2019-12-29:23,37,29
2019-12-29:24,35,24
2019-12-30:01,33,22
2019-12-30:02,29,20
2019-12-30:03,27,19
2019-12-30:04,26,19
2019-12-30:05,28,20
2019-12-30:06,25,19
2019-12-30:07,25,22
2019-12-30:08,25,19
2019-12-30:09,30,21
2019-12-30:10,33,22
2019-12-30:11,47,29
2019-12-30:12,43,29
2019-12-30:13,50,41
2019-12-30:14,67,52
2019-12-30:15,43,33
2019-12-30:16,43,34
2019-12-30:17,41,32
2019-12-30:18,43,33
2019-12-30:19,44,31
2019-12-30:20,36,23
2019-12-30:21,32,22
2019-12-30:22,26,16
2019-12-30:23,24,14
2019-12-30:24,22,14
2019-12-31:01,33,20
2019-12-31:02,28,18
2019-12-31:03,30,19
2019-12-31:04,37,23
2019-12-31:05,34,23
2019-12-31:06,23,18
2019-12-31:07,21,14
2019-12-31:08,17,12
2019-12-31:09,17,12
2019-12-31:10,15,10
2019-12-31:11,14,9
2019-12-31:12,14,7
2019-12-31:13,17,11
2019-12-31:14,19,12
2019-12-31:15,12,9
2019-12-31:16,24,13
2019-12-31:17,25,16
2019-12-31:18,21,14
2019-12-31:19,19,15
2019-12-31:20,23,15
2019-12-31:21,26,16
2019-12-31:22,21,14
2019-12-31:23,19,15
2019-12-31:24,19,13
